,text,Explanations,labels
864,"""All I see is an old, fat body covered in stretch marks.""","old, fat body covered in stretch marks,",3
865,"""I struggled with fertility for years, multiple losses & then I finally fell pregnant. Pregnancy was traumatic in itself as I was high risk the entire time always terrified I’d lose her.""","Struggles with fertility, multiple losses, traumatic, always terrified,",3
866,"“I’ve been off the old tablets for 3 days now (early days yet, I know) and am dealing with the brain fog, dreadful anxieties and all those wonderful things that comes with weaning off these types of medication.”","off the old tablets for 3 days, dealing with the brain fog, weaning off these types of medication,",3
867,"“I want children, I want to be married. I’m over being single”","Want to be married, over being single,",4
868,“I ran as quick as I could from my job.”,Job,1
869,"“I have been struggling with ongoing back pain and associated headache pain for many weeks which in turn has spiked my anxiety (long time anxiety sufferer usually controlled very well by medication and CBT).""","back pain, headache pain, long time anxiety sufferer, medication and CBT,",3
870,“Over the past couple of years I’ve been told that my resume looks like it fell off a cliff…. I’ve no idea how to resolve this.”,"Resume, resolve",1
871,"""I just… feel so totally burned out.""",burned out,1
872,"The scariest thing is my cognitive function, unable to process information, decision making, concentration, understanding, memory etc. I feel so incompetent and dis-able as simple tasks have become so hard for me. ","scariest, congnitive function, unable to process, decision making, concentration, understanding, incompetent",0
873,"""We have 3 beautiful adult children and 2 of the best grandchildren. We see each other once a week.""","See each other once a week,",4
874,"For most of my life I’ve had what I called an imaginary best friend, he felt like a lot more than that but that’s what I called him. Then I moved when I was 17 and it felt like he died. I genuinely felt like he died and I couldn’t think him up anymore and I grieved for two years and it felt like I lost a part of me. today he came back.","Imaginary best friend, he died, grieved for two years, lost a part of me",4
875,“I’m the only close friend she has left So I feel bad.”,"only close friend she has left, feel bad,",4
876,“But it’s been tough. I don’t love my job and I’m struggling financially with my mortgage back home and paying rent here”,"Tough, job, financially, struggling, mortgage",1
877,"“I have so much to think about before I go such as getting myself familiar with my flights, what to pack, what I can’t take, what bag/s to buy, etc.”",Think,0
878,"“My 14 year old daughter has been diagnosed with depression, which has worsened in last two months due to her bf of almost a year ending relationship and blocking her on every platform.”","Diagnosed with depression, ",3
879,"I can’t seem to focus on anything anymore; my mind feels like it’s constantly racing, but I’m not getting anything done","can't focus, mind racing",0
880,“I am worried that I will make a huge mistake. Next week they will give me task that is making me more anxious.”,"Mistake, Task, worried",0
881,“The trauma i experienced in the womb and growing up without my dad had had disastrous effects on my life! I suffer from anxiety and depression.”,"Trauma, disastrous , anxiety and depression,",3
882,"“Husband and I have been married for 5 years, we have a 4 month old daughter. I discovered 3 weeks ago that he has been unfaithful to me for the last 2 years and this has absolutely crushed me. ""","He has been unfaithful to me, absolutely crushed me,",4
